id,xIndex,yIndex,AUTO,xcoord,ycoord,BOOL_ROAD,BOOL_RAILW,BOOL_WATER,start,end,cost
79,"7","1",61,2153800.279726801905781,7248628.359715233556926,"0","0","0","19.3479171022, 54.4122865857","18.4599606449, 54.2220710203",25704.9881311135
80,"7","2",62,2139630.957226441707462,7201821.660644026473165,"1","1","1","19.2206319125, 54.1668627895","18.4599606449, 54.2220710203",28763.7596959095
81,"7","3",63,2128756.901212417054921,7117632.991389917209744,"1","1","1","19.1229486053, 53.7217435299","18.4599606449, 54.2220710203",90249.0912717538
82,"7","4",64,2118156.643010217696428,7034310.800817165523767,"1","1","1","19.0277248658, 53.2765171485","18.4599606449, 54.2220710203",123094.793302987
83,"7","5",65,2107820.328548205550760,6951831.737168262712657,"1","1","1","18.9348721731, 52.8311805468","18.4599606449, 54.2220710203",255255.007144904
84,"7","6",66,2097738.573769476264715,6870173.228937526233494,"1","1","0","18.844306229, 52.3857304437","18.4599606449, 54.2220710203",273880.013252956
85,"7","7",67,2087902.437183888396248,6789313.449814243242145,"1","1","0","18.7559467107, 51.9401633861","18.4599606449, 54.2220710203",274819.546845979
86,"7","8",68,2078303.394312302814797,6709231.285482605919242,"1","1","0","18.6697170415, 51.4944757579","18.4599606449, 54.2220710203",274819.546845979
87,"7","9",69,2068933.313873541308567,6629906.302164760418236,"1","1","0","18.5855441768, 51.0486637896","18.4599606449, 54.2220710203",952142.272621691
88,"7","10",70,2059784.435577824013308,6551318.716800814494491,"1","1","0","18.5033584047, 50.6027235658","18.4599606449, 54.2220710203",953518.90011748
89,"7","11",71,2051539.694951986428350,6475296.193539426662028,"1","1","0","18.4292946395, 50.1672791099","18.4599606449, 54.2220710203",957586.29184991
90,"7","12",72,2076927.767545949900523,6420782.337634593248367,"1","1","0","18.657359576, 49.8525684678","18.4599606449, 54.2220710203",960304.817750325
92,"8","1",73,2231456.594541056547314,7240865.988451625220478,"1","1","0","20.0455156473, 54.3716868955","18.4599606449, 54.2220710203",25704.9881311135
93,"8","2",74,2224118.630883103236556,7190519.670431951992214,"1","1","0","19.9795975982, 54.107383178","18.4599606449, 54.2220710203",28763.7596959095
94,"8","3",75,2212376.764433473348618,7106585.041061875410378,"1","1","0","19.8741186172, 53.662978278","18.4599606449, 54.2220710203",73128.8561127876
95,"8","4",76,2200929.659288174007088,7023507.542237631976604,"1","1","0","19.7712875221, 53.2184479426","18.4599606449, 54.2220710203",317840.696580277
96,"8","5",77,2189766.751032848376781,6941264.267266170121729,"1","1","1","19.6710094111, 52.7737897286","18.4599606449, 54.2220710203",317101.143623286
97,"8","6",78,2178877.976601343136281,6859833.063592926599085,"1","1","1","19.5731938861, 52.3290009797","18.4599606449, 54.2220710203",316175.405446484
98,"8","7",79,2168253.745176988188177,6779192.499548376537859,"1","1","0","19.4777547914, 51.8840788385","18.4599606449, 54.2220710203",330699.089542827
99,"8","8",80,2157884.911085556261241,6699321.832808694802225,"1","1","0","19.38460997, 51.4390202574","18.4599606449, 54.2220710203",330699.089542827
100,"8","9",81,2147762.748523830436170,6620200.980469449423254,"1","1","0","19.2936810366, 50.9938220093","18.4599606449, 54.2220710203",910478.889929874
101,"8","10",82,2137878.927981456276029,6541810.490637660957873,"1","1","0","19.204893166, 50.5484806974","18.4599606449, 54.2220710203",910478.889929874
102,"8","11",83,2128225.494226126931608,6464131.515453619882464,"1","1","1","19.1181748952, 50.1029927633","18.4599606449, 54.2220710203",917056.557871264
103,"8","12",84,2123269.184446833562106,6392963.010033173486590,"1","1","1","19.0736516069, 49.6911716982","18.4599606449, 54.2220710203",1002405.36804175
105,"9","1",85,2316177.137927653267980,7228697.638765147887170,"1","0","0","20.8065732373, 54.3079616527","18.4599606449, 54.2220710203",25737.4143032431
106,"9","2",86,2308375.516097406391054,7178350.343086839653552,"1","1","0","20.736490076, 54.0432434487","18.4599606449, 54.2220710203",399912.355329686
107,"9","3",87,2295774.583179166074842,7094688.262581594288349,"1","1","0","20.6232939696, 53.5996062622","18.4599606449, 54.2220710203",399912.355329686
108,"9","4",88,2283488.955633372534066,7011873.325724294409156,"1","1","0","20.5129302996, 53.1558240478","18.4599606449, 54.2220710203",390146.981016969
109,"9","5",89,2271507.383411089424044,6929883.098738543689251,"1","1","0","20.4052980051, 52.7118950592","18.4599606449, 54.2220710203",386981.059354982
110,"9","6",90,2259819.147433981765062,6848695.874416559934616,"1","1","1","20.3003007949, 52.2678173043","18.4599606449, 54.2220710203",372416.274707586
111,"9","7",91,2248414.028980486094952,6768290.640755384229124,"1","1","0","20.1978468726, 51.8235885593","18.4599606449, 54.2220710203",362501.027267729
112,"9","8",92,2237282.281151045579463,6688647.051158926449716,"1","1","0","20.0978486805, 51.3792063816","18.4599606449, 54.2220710203",357391.007817643
113,"9","9",93,2226414.602251000702381,6609745.396117866039276,"1","1","0","20.0002226599, 50.9346681219","18.4599606449, 54.2220710203",841174.200072403
114,"9","10",94,2215802.110943738371134,6531566.576284482143819,"1","1","0","19.9048890285, 50.489970935","18.4599606449, 54.2220710203",846328.529668058
115,"9","11",95,2205436.323039413895458,6454092.076864421367645,"1","1","1","19.8117715714, 50.0451117902","18.4599606449, 54.2220710203",854898.713706801
116,"9","12",96,2195325.947675387375057,6377317.198629458434880,"1","1","0","19.7209485242, 49.6001646557","18.4599606449, 54.2220710203",866093.765939017
117,"9","13",97,2203528.863111043814570,6330748.958640809170902,"1","1","0","19.7946365673, 49.3282836841","18.4599606449, 54.2220710203",865062.617366077
118,"10","1",98,2407419.762945102527738,7220130.303694439120591,"1","1","0","21.6262196834, 54.2630355291","18.4599606449, 54.2220710203",416773.368281174
119,"10","2",99,2392385.629374768584967,7165321.723003119230270,"1","1","0","21.4911657638, 53.9744648408","18.4599606449, 54.2220710203",416773.368281174
120,"10","3",100,2378934.939752598293126,7081950.306612975895405,"1","1","0","21.3703361631, 53.5316478932","18.4599606449, 54.2220710203",416773.368281174
121,"10","4",101,2365819.655514813493937,6999415.431474676355720,"1","1","0","21.2525195602, 53.0886650867","18.4599606449, 54.2220710203",416773.368281174
122,"10","5",102,2353027.866961352061480,6917695.162964424118400,"1","1","0","21.1376089685, 52.6455154104","18.4599606449, 54.2220710203",416773.368281174
123,"10","6",103,2340548.223200068809092,6836768.264128966256976,"1","1","1","21.0255024212, 52.202197574","18.4599606449, 54.2220710203",438393.796873831
124,"10","7",104,2328369.900157966651022,6756614.166286207735538,"1","1","1","20.916102684, 51.7587100234","18.4599606449, 54.2220710203",481830.684961098
125,"10","8",105,2316482.570746582467109,6677212.941039133816957,"1","1","0","20.809316987, 51.3150509554","18.4599606449, 54.2220710203",488633.742861449
126,"10","9",106,2304876.377015919890255,6598545.273628096096218,"1","1","0","20.7050567748, 50.8712183317","18.4599606449, 54.2220710203",760600.326354019
127,"10","10",107,2293541.904145567677915,6520592.437550771981478,"1","1","1","20.6032374726, 50.4272098907","18.4599606449, 54.2220710203",766758.152654827
128,"10","11",108,2282470.156134527642280,6443336.270382503047585,"1","1","1","20.503778268, 49.9830231603","18.4599606449, 54.2220710203",793348.30312146
129,"10","12",109,2271600.590105719864368,6366830.425729199312627,"1","1","0","20.4061352951, 49.5390709625","18.4599606449, 54.2220710203",823087.200806247
130,"10","13",110,2252323.808393436018378,6321225.713652988895774,"1","1","0","20.2329690187, 49.2724979213","18.4599606449, 54.2220710203",823087.200806247
131,"11","1",111,2490938.218764155637473,7217165.600321416743100,"1","0","0","22.3764787371, 54.2474775512","18.4599606449, 54.2220710203",416773.368281174
132,"11","2",112,2476133.355900800786912,7151442.346301335841417,"1","1","0","22.2434843912, 53.9010699523","18.4599606449, 54.2220710203",418417.083370023
133,"11","3",113,2461842.763323028571904,7068379.293853763490915,"1","1","0","22.1151098139, 53.4591248924","18.4599606449, 54.2220710203",441446.440734333
134,"11","4",114,2447907.208973562810570,6986141.589136021211743,"1","1","0","21.9899245993, 53.0169919457","18.4599606449, 54.2220710203",441446.440734333
135,"11","5",115,2434314.150639138650149,6904707.821233769878745,"1","1","0","21.8678160787, 52.5746708736","18.4599606449, 54.2220710203",456337.156592063
136,"11","6",116,2421051.630903364159167,6824057.246808893978596,"1","1","0","21.7486768368, 52.1321611226","18.4599606449, 54.2220710203",499251.638787621
137,"11","7",117,2408108.243926703929901,6744169.762727785855532,"1","1","1","21.6324044133, 51.6894618421","18.4599606449, 54.2220710203",527695.365623408
138,"11","8",118,2395473.104443217627704,6665025.879946983419359,"1","1","1","21.5189010242, 51.2465719009","18.4599606449, 54.2220710203",597239.512577513
139,"11","9",119,2383135.818805458955467,6586606.698594727553427,"1","1","1","21.4080733017, 50.8034899029","18.4599606449, 54.2220710203",694184.227163511
140,"11","10",120,2371086.457923250738531,6508893.884189721196890,"1","1","1","21.2998320512, 50.3602142009","18.4599606449, 54.2220710203",714915.950447377
141,"11","11",121,2359315.531955051235855,6431869.644940912723541,"1","1","0","21.1940920242, 49.9167429099","18.4599606449, 54.2220710203",725514.211150883
142,"11","12",122,2345056.245137386955321,6365747.506073135882616,"1","1","0","21.0659986713, 49.5327577486","18.4599606449, 54.2220710203",775536.691150993
144,"12","1",123,2567251.664180932566524,7206559.501948322169483,"1","1","0","23.0620140812, 54.1917714868","18.4599606449, 54.2220710203",441446.440734333
145,"12","2",124,2559603.468596562743187,7136721.220437242649496,"1","1","0","22.9933091713, 53.823082697","18.4599606449, 54.2220710203",456337.156592063
146,"12","3",125,2544483.348025165032595,7053983.796067609451711,"1","1","0","22.8574828172, 53.3820602508","18.4599606449, 54.2220710203",456337.156592063
147,"12","4",126,2529737.409818771295249,6972059.960147021338344,"1","1","0","22.7250178005, 52.9408267376","18.4599606449, 54.2220710203",545086.972718267
148,"12","5",127,2515352.507419563829899,6890928.848295560106635,"1","1","0","22.5957960236, 52.4993827245","18.4599606449, 54.2220710203",545086.972718267
149,"12","6",128,2501316.103154791519046,6810570.232553692534566,"1","1","0","22.4697048588, 52.0577284277","18.4599606449, 54.2220710203",559476.904878517
150,"12","7",129,2487616.233931651804596,6730964.496089702472091,"1","1","1","22.3466368396, 51.6158637317","18.4599606449, 54.2220710203",562744.188894357
151,"12","8",130,2474241.479199001099914,6652092.609006446786225,"1","1","1","22.2264893737, 51.1737882079","18.4599606449, 54.2220710203",573957.372063104
152,"12","9",131,2461180.931005473714322,6573936.105199332349002,"1","1","1","22.1091644731, 50.7315011319","18.4599606449, 54.2220710203",642842.487657808
153,"12","10",132,2448424.165997894015163,6496477.060218963772058,"1","1","0","21.9945685032, 50.289001499","18.4599606449, 54.2220710203",658738.611231002
154,"12","11",133,2435961.219216787721962,6419698.070093356072903,"1","1","0","21.8826119474, 49.8462880392","18.4599606449, 54.2220710203",683624.626269643
155,"12","12",134,2429326.887800622731447,6358773.999255167320371,"1","1","0","21.8230147343, 49.4920840054","18.4599606449, 54.2220710203",699947.557664276
157,"13","1",135,2611491.081198127940297,7174012.862864232622087,"0","0","0","23.4594235258, 54.0203583388","18.4599606449, 54.2220710203",545086.972718267
158,"13","2",136,2614079.816483214031905,7114573.403621055185795,"0","1","0","23.4826785306, 53.7054774614","18.4599606449, 54.2220710203",545086.972718267
159,"13","3",137,2620055.335043687839061,7035825.632971968501806,"1","1","0","23.5363575271, 53.2846533094","18.4599606449, 54.2220710203",545086.972718267
160,"13","4",138,2611296.411699940916151,6957179.119344805367291,"1","1","0","23.45767478, 52.8601927619","18.4599606449, 54.2220710203",562744.188894357
161,"13","5",139,2586012.402954196557403,6884336.806726712733507,"1","1","0","23.230544665, 52.4633182187","18.4599606449, 54.2220710203",562744.188894357
162,"13","6",140,2579900.199080523103476,6795177.661651186645031,"1","1","0","23.1756378034, 51.9726274664","18.4599606449, 54.2220710203",572168.386784988
163,"13","7",141,2566881.346137164160609,6717005.796867558732629,"1","1","0","23.0586874576, 51.5379364803","18.4599606449, 54.2220710203",572168.386784988
164,"13","8",142,2552775.577597490046173,6638420.219012140296400,"1","1","0","22.9319731828, 51.0967199026","18.4599606449, 54.2220710203",572168.386784988
165,"13","9",143,2538999.987019892316312,6560540.263162174262106,"1","1","0","22.8082249472, 50.6552713171","18.4599606449, 54.2220710203",642842.487657808
166,"13","10",144,2525543.677507103420794,6483348.431712257675827,"1","1","0","22.6873448622, 50.2135903883","18.4599606449, 54.2220710203",657665.502212004
167,"13","11",145,2511007.723393166437745,6408582.868989662267268,"1","1","0","22.5567661647, 49.7818581264","18.4599606449, 54.2220710203",657665.502212004
168,"13","12",146,2499016.201118212193251,6334330.531515719369054,"1","1","0","22.4490444873, 49.3492476698","18.4599606449, 54.2220710203",683624.626269643
169,"13","13",147,2530433.446754158940166,6286719.638712873682380,"0","0","0","22.7312704067, 49.0698372855","18.4599606449, 54.2220710203",683624.626269643
172,"14","3",148,2662072.055359165649861,6994703.097856509499252,"0","0","0","23.9138001476, 53.0632341235","18.4599606449, 54.2220710203",562744.188894357
173,"14","4",149,2657625.794663947075605,6945906.909195161424577,"0","1","0","23.8738587082, 52.7990127573","18.4599606449, 54.2220710203",562744.188894357
174,"14","5",150,2644303.802840421441942,6908676.123187655583024,"0","0","0","23.7541852195, 52.5963296897","18.4599606449, 54.2220710203",562744.188894357
175,"14","6",151,2627619.380204480141401,6774425.808059588074684,"1","1","0","23.6043065009, 51.8576402793","18.4599606449, 54.2220710203",572168.386784988
176,"14","7",152,2621306.999452011194080,6702800.925219762139022,"1","1","0","23.5476014198, 51.4584977097","18.4599606449, 54.2220710203",572168.386784988
177,"14","8",153,2627970.587299838662148,6621917.824252894148231,"1","1","0","23.6074614479, 51.0035280872","18.4599606449, 54.2220710203",572168.386784988
178,"14","9",154,2616581.542111103422940,6546426.264187464490533,"1","1","0","23.5051519142, 50.5748207286","18.4599606449, 54.2220710203",642842.487657808
179,"14","10",155,2595445.009361493401229,6476477.919370769523084,"1","1","0","23.31527921, 50.1740784465","18.4599606449, 54.2220710203",652171.568390266
180,"14","11",156,2565039.213129297364503,6420649.612296556122601,"1","1","0","23.0421392952, 49.8517997235","18.4599606449, 54.2220710203",657665.502212004
181,"14","12",157,2535713.132787885610014,6294774.218257498927414,"0","0","0","22.7786986333, 49.1172175699","18.4599606449, 54.2220710203",683624.626269643
182,"14","13",158,2537521.122091234661639,6284327.523717361502349,"0","0","0","22.7949400775, 49.0557571906","18.4599606449, 54.2220710203",683624.626269643
190,"15","8",159,2675826.885209579486400,6593688.571394863538444,"1","1","0","24.0373618864, 50.8436777566","18.4599606449, 54.2220710203",572168.386784988
191,"15","9",160,2666832.913242319133133,6540545.217733023688197,"1","1","0","23.9565676616, 50.5412578138","18.4599606449, 54.2220710203",642842.487657808
192,"15","10",161,2649614.229278111364692,6496868.370460157282650,"0","0","0","23.8018895918, 50.2912473616","18.4599606449, 54.2220710203",642842.487657808
